SEQNR,	LATITUDE,	LONGITUDE,	TIMESTAMP
857,	42.01484,	-4.34753,	2018-10-10T06:01:17.194Z
858,	42.01055,	-4.35576,	2018-10-10T06:01:44.194Z
859,	42.0058,	-4.36513,	2018-10-10T06:02:13.194Z
860,	41.99634,	-4.38988,	2018-10-10T06:03:27.194Z
861,	41.99179,	-4.40261,	2018-10-10T06:04:04.194Z
862,	41.98814,	-4.42361,	2018-10-10T06:05:02.194Z
863,	41.96238,	-4.45748,	2018-10-10T06:07:16.194Z
864,	41.94844,	-4.46952,	2018-10-10T06:08:18.194Z
865,	41.9436,	-4.48167,	2018-10-10T06:08:55.194Z
866,	41.9395,	-4.48936,	2018-10-10T06:09:20.194Z
867,	41.92585,	-4.50102,	2018-10-10T06:10:20.194Z
868,	41.89125,	-4.52599,	2018-10-10T06:12:42.194Z
869,	41.87439,	-4.54083,	2018-10-10T06:13:56.194Z
870,	41.85859,	-4.54944,	2018-10-10T06:14:57.194Z
871,	41.84371,	-4.56265,	2018-10-10T06:16:03.194Z
872,	41.83763,	-4.56708,	2018-10-10T06:16:27.194Z
873,	41.82035,	-4.57887,	2018-10-10T06:17:36.194Z
874,	41.81189,	-4.5824,	2018-10-10T06:18:07.194Z
875,	41.78889,	-4.60694,	2018-10-10T06:19:53.194Z
876,	41.78433,	-4.61123,	2018-10-10T06:20:13.194Z
877,	41.7797,	-4.61501,	2018-10-10T06:20:32.194Z
878,	41.7639,	-4.62852,	2018-10-10T06:21:38.194Z
879,	41.74977,	-4.6482,	2018-10-10T06:22:52.194Z
880,	41.7464,	-4.65473,	2018-10-10T06:23:13.194Z
881,	41.72351,	-4.69004,	2018-10-10T06:25:17.194Z
882,	41.71695,	-4.69729,	2018-10-10T06:25:47.194Z
883,	41.69551,	-4.72103,	2018-10-10T06:27:27.194Z
884,	41.66733,	-4.76131,	2018-10-10T06:30:12.194Z
885,	41.65428,	-4.76486,	2018-10-10T06:31:01.194Z
886,	41.62762,	-4.78347,	2018-10-10T06:32:51.194Z
887,	41.61318,	-4.79466,	2018-10-10T06:33:52.194Z
888,	41.60773,	-4.80571,	2018-10-10T06:34:28.194Z
889,	41.6019,	-4.81462,	2018-10-10T06:34:59.194Z
890,	41.57629,	-4.84713,	2018-10-10T06:37:06.194Z
891,	41.56721,	-4.85886,	2018-10-10T06:37:51.194Z
892,	41.54858,	-4.88421,	2018-10-10T06:39:25.194Z
893,	41.54353,	-4.89073,	2018-10-10T06:39:50.194Z
894,	41.53245,	-4.90504,	2018-10-10T06:40:45.194Z
895,	41.52855,	-4.91338,	2018-10-10T06:41:11.194Z
896,	41.52365,	-4.92556,	2018-10-10T06:41:48.194Z
897,	41.5205,	-4.93347,	2018-10-10T06:42:12.194Z
898,	41.50954,	-4.96144,	2018-10-10T06:43:36.194Z
899,	41.51042,	-4.99119,	2018-10-10T06:45:01.194Z
900,	41.48591,	-5.03245,	2018-10-10T06:48:08.194Z
901,	41.4761,	-5.05198,	2018-10-10T06:49:10.194Z
902,	41.4672,	-5.06668,	2018-10-10T06:50:01.194Z
903,	41.45471,	-5.08457,	2018-10-10T06:51:06.194Z
904,	41.43584,	-5.09662,	2018-10-10T06:52:21.194Z
905,	41.42572,	-5.11086,	2018-10-10T06:53:13.194Z
906,	41.41645,	-5.12437,	2018-10-10T06:54:02.194Z
907,	41.39927,	-5.14064,	2018-10-10T06:55:17.194Z
908,	41.38974,	-5.14579,	2018-10-10T06:55:54.194Z
909,	41.37908,	-5.15483,	2018-10-10T06:56:38.194Z
910,	41.36375,	-5.16667,	2018-10-10T06:57:41.194Z
911,	41.34907,	-5.1728,	2018-10-10T06:58:36.194Z
912,	41.33807,	-5.18752,	2018-10-10T06:59:32.194Z
913,	41.33231,	-5.19152,	2018-10-10T06:59:55.194Z
914,	41.32337,	-5.19943,	2018-10-10T07:00:33.194Z
915,	41.31695,	-5.21748,	2018-10-10T07:01:27.194Z
916,	41.31028,	-5.22539,	2018-10-10T07:01:59.194Z
917,	41.30103,	-5.23036,	2018-10-10T07:02:34.194Z
918,	41.26343,	-5.26984,	2018-10-10T07:05:25.194Z
919,	41.25945,	-5.27406,	2018-10-10T07:05:43.194Z
920,	41.25285,	-5.28741,	2018-10-10T07:06:26.194Z
921,	41.2471,	-5.29434,	2018-10-10T07:06:54.194Z
922,	41.22884,	-5.31521,	2018-10-10T07:08:20.194Z
923,	41.22233,	-5.31839,	2018-10-10T07:08:44.194Z
924,	41.19905,	-5.34218,	2018-10-10T07:10:32.194Z
925,	41.19614,	-5.34735,	2018-10-10T07:10:50.194Z
926,	41.18036,	-5.36663,	2018-10-10T07:12:06.194Z
927,	41.16589,	-5.39498,	2018-10-10T07:13:42.194Z
928,	41.16311,	-5.42567,	2018-10-10T07:15:06.194Z
929,	41.16241,	-5.43803,	2018-10-10T07:15:39.194Z
930,	41.15966,	-5.44712,	2018-10-10T07:16:05.194Z
931,	41.1544,	-5.45526,	2018-10-10T07:16:34.194Z
932,	41.1469,	-5.47151,	2018-10-10T07:17:25.194Z
933,	41.14106,	-5.48322,	2018-10-10T07:18:03.194Z
934,	41.11018,	-5.49083,	2018-10-10T07:19:57.194Z
935,	41.10129,	-5.49768,	2018-10-10T07:20:34.194Z
936,	41.0965,	-5.50134,	2018-10-10T07:20:53.194Z
937,	41.07617,	-5.51159,	2018-10-10T07:22:12.194Z
938,	41.07036,	-5.52855,	2018-10-10T07:23:02.194Z
939,	41.06481,	-5.53663,	2018-10-10T07:23:32.194Z
940,	41.04178,	-5.55997,	2018-10-10T07:25:15.194Z
941,	41.0357,	-5.56456,	2018-10-10T07:25:40.194Z
942,	41.01385,	-5.58666,	2018-10-10T07:27:18.194Z
943,	41.00504,	-5.60593,	2018-10-10T07:28:19.194Z
944,	41.00296,	-5.61185,	2018-10-10T07:28:37.194Z
945,	41.0007,	-5.62229,	2018-10-10T07:29:06.194Z
946,	41.0004,	-5.65606,	2018-10-10T07:30:37.194Z
947,	40.99762,	-5.67137,	2018-10-10T07:31:19.194Z
948,	40.96662,	-5.69944,	2018-10-10T07:33:35.194Z
949,	40.95585,	-5.73027,	2018-10-10T07:35:19.194Z
950,	40.94823,	-5.75918,	2018-10-10T07:36:44.194Z
951,	40.93585,	-5.78284,	2018-10-10T07:38:05.194Z
952,	40.93613,	-5.79323,	2018-10-10T07:38:33.194Z
953,	40.93295,	-5.80668,	2018-10-10T07:39:10.194Z
954,	40.92216,	-5.84275,	2018-10-10T07:40:55.194Z
955,	40.91744,	-5.856,	2018-10-10T07:41:34.194Z
956,	40.90996,	-5.86772,	2018-10-10T07:42:15.194Z
957,	40.90673,	-5.88098,	2018-10-10T07:42:54.194Z
958,	40.90642,	-5.88715,	2018-10-10T07:43:10.194Z
959,	40.90037,	-5.90769,	2018-10-10T07:44:09.194Z
960,	40.88947,	-5.94294,	2018-10-10T07:45:52.194Z
961,	40.88255,	-5.96527,	2018-10-10T07:46:56.194Z
962,	40.87884,	-5.97415,	2018-10-10T07:47:24.194Z
963,	40.87383,	-5.9851,	2018-10-10T07:47:58.194Z
964,	40.86776,	-6.00217,	2018-10-10T07:48:49.194Z
965,	40.86029,	-6.02315,	2018-10-10T07:49:51.194Z
966,	40.85271,	-6.04379,	2018-10-10T07:50:53.194Z
967,	40.84773,	-6.05338,	2018-10-10T07:51:25.194Z
968,	40.84527,	-6.06608,	2018-10-10T07:52:00.194Z
969,	40.83361,	-6.09541,	2018-10-10T07:53:29.194Z
970,	40.82342,	-6.11373,	2018-10-10T07:54:30.194Z
971,	40.81195,	-6.14016,	2018-10-10T07:55:52.194Z
972,	40.80897,	-6.15216,	2018-10-10T07:56:27.194Z
973,	40.80739,	-6.18183,	2018-10-10T07:57:47.194Z
974,	40.79544,	-6.21286,	2018-10-10T07:59:23.194Z
975,	40.7893,	-6.23391,	2018-10-10T08:00:24.194Z
976,	40.78551,	-6.24395,	2018-10-10T08:00:54.194Z
977,	40.78119,	-6.25953,	2018-10-10T08:01:39.194Z
978,	40.77905,	-6.26911,	2018-10-10T08:02:06.194Z
979,	40.77412,	-6.28008,	2018-10-10T08:02:40.194Z
980,	40.75023,	-6.33436,	2018-10-10T08:05:31.194Z
981,	40.74642,	-6.34478,	2018-10-10T08:06:03.194Z
982,	40.7441,	-6.35005,	2018-10-10T08:06:19.194Z
983,	40.71767,	-6.38654,	2018-10-10T08:08:35.194Z
984,	40.70918,	-6.3918,	2018-10-10T08:09:08.194Z
985,	40.69908,	-6.4073,	2018-10-10T08:10:08.194Z
986,	40.69434,	-6.41738,	2018-10-10T08:10:40.194Z
987,	40.68262,	-6.42687,	2018-10-10T08:11:29.194Z
988,	40.67191,	-6.43093,	2018-10-10T08:12:09.194Z
989,	40.65584,	-6.44518,	2018-10-10T08:13:18.194Z
990,	40.6529,	-6.45462,	2018-10-10T08:13:46.194Z
991,	40.64415,	-6.46941,	2018-10-10T08:14:37.194Z
992,	40.63915,	-6.47736,	2018-10-10T08:15:05.194Z
993,	40.62461,	-6.50136,	2018-10-10T08:16:32.194Z
994,	40.61806,	-6.51195,	2018-10-10T08:17:10.194Z
995,	40.60441,	-6.51315,	2018-10-10T08:17:59.194Z
996,	40.59747,	-6.51547,	2018-10-10T08:18:25.194Z
997,	40.5784,	-6.56043,	2018-10-10T08:20:46.194Z
998,	40.57776,	-6.56825,	2018-10-10T08:21:07.194Z
999,	40.58104,	-6.58242,	2018-10-10T08:21:47.194Z
1000,	40.58351,	-6.59303,	2018-10-10T08:22:17.194Z
1001,	40.58734,	-6.6039,	2018-10-10T08:22:50.194Z
1002,	40.59364,	-6.61442,	2018-10-10T08:23:27.194Z
1003,	40.59495,	-6.6306,	2018-10-10T08:24:11.194Z
1004,	40.59342,	-6.64524,	2018-10-10T08:24:51.194Z
1005,	40.59311,	-6.69594,	2018-10-10T08:27:10.194Z
1006,	40.59032,	-6.70912,	2018-10-10T08:27:47.194Z
1007,	40.58813,	-6.7433,	2018-10-10T08:29:20.194Z
1008,	40.58754,	-6.76995,	2018-10-10T08:30:32.194Z
1009,	40.59352,	-6.7922,	2018-10-10T08:31:52.194Z
1010,	40.59416,	-6.80119,	2018-10-10T08:32:21.194Z
1011,	40.61093,	-6.81622,	2018-10-10T08:33:52.194Z
1012,	40.61873,	-6.83842,	2018-10-10T08:35:12.194Z
1013,	40.61875,	-6.84718,	2018-10-10T08:35:40.194Z
1014,	40.61631,	-6.87072,	2018-10-10T08:36:44.194Z
1015,	40.61549,	-6.87878,	2018-10-10T08:37:06.194Z
1016,	40.61297,	-6.89174,	2018-10-10T08:37:43.194Z
1017,	40.61164,	-6.91457,	2018-10-10T08:38:46.194Z
1018,	40.61013,	-6.92373,	2018-10-10T08:39:11.194Z
1019,	40.60445,	-6.94918,	2018-10-10T08:40:24.194Z
1020,	40.60427,	-6.96642,	2018-10-10T08:41:11.194Z
1021,	40.60685,	-6.97851,	2018-10-10T08:41:45.194Z
1022,	40.60792,	-6.98579,	2018-10-10T08:42:05.194Z
1023,	40.6093,	-6.99518,	2018-10-10T08:42:30.194Z
1024,	40.60462,	-7.02831,	2018-10-10T08:44:06.194Z
1025,	40.60474,	-7.06394,	2018-10-10T08:45:43.194Z
1026,	40.60243,	-7.10624,	2018-10-10T08:47:40.194Z
1027,	40.5945,	-7.13693,	2018-10-10T08:49:12.194Z
1028,	40.58663,	-7.14974,	2018-10-10T08:49:57.194Z
1029,	40.57669,	-7.18939,	2018-10-10T08:51:52.194Z
1030,	40.57259,	-7.20891,	2018-10-10T08:52:47.194Z
1031,	40.54753,	-7.21614,	2018-10-10T08:54:28.194Z
1032,	40.52903,	-7.22042,	2018-10-10T08:55:36.194Z
1033,	40.47924,	-7.2561,	2018-10-10T08:59:00.194Z
1034,	40.449,	-7.26611,	2018-10-10T09:01:06.194Z
1035,	40.43067,	-7.28061,	2018-10-10T09:02:28.194Z
1036,	40.41324,	-7.2884,	2018-10-10T09:03:34.194Z
1037,	40.40297,	-7.29302,	2018-10-10T09:04:13.194Z
1038,	40.38212,	-7.31001,	2018-10-10T09:05:45.194Z
1039,	40.35387,	-7.32408,	2018-10-10T09:07:32.194Z
1040,	40.34894,	-7.32498,	2018-10-10T09:07:50.194Z
1041,	40.33941,	-7.33542,	2018-10-10T09:08:36.194Z
1042,	40.32235,	-7.36801,	2018-10-10T09:10:24.194Z
1043,	40.30793,	-7.38319,	2018-10-10T09:11:36.194Z
1044,	40.29179,	-7.39153,	2018-10-10T09:12:45.194Z
1045,	40.2699,	-7.42289,	2018-10-10T09:14:42.194Z
1046,	40.26524,	-7.43507,	2018-10-10T09:15:19.194Z
1047,	40.24977,	-7.45427,	2018-10-10T09:16:34.194Z
1048,	40.24466,	-7.46683,	2018-10-10T09:17:13.194Z
1049,	40.24175,	-7.47839,	2018-10-10T09:17:47.194Z
1050,	40.2157,	-7.49181,	2018-10-10T09:19:29.194Z
1051,	40.19567,	-7.49087,	2018-10-10T09:20:45.194Z
1052,	40.17929,	-7.48058,	2018-10-10T09:21:52.194Z
1053,	40.16156,	-7.48576,	2018-10-10T09:22:57.194Z
1054,	40.15231,	-7.48344,	2018-10-10T09:23:31.194Z
1055,	40.14732,	-7.4806,	2018-10-10T09:23:50.194Z
1056,	40.12951,	-7.47985,	2018-10-10T09:24:54.194Z
1057,	40.11135,	-7.47292,	2018-10-10T09:26:02.194Z
1058,	40.08036,	-7.47192,	2018-10-10T09:28:20.194Z
1059,	40.05306,	-7.47623,	2018-10-10T09:30:32.194Z
1060,	40.03711,	-7.46925,	2018-10-10T09:31:44.194Z
1061,	40.01726,	-7.4665,	2018-10-10T09:33:04.194Z
1062,	39.99779,	-7.46246,	2018-10-10T09:34:15.194Z
1063,	39.99029,	-7.46089,	2018-10-10T09:34:42.194Z
1064,	39.97152,	-7.45871,	2018-10-10T09:35:48.194Z
1065,	39.9215,	-7.47596,	2018-10-10T09:39:01.194Z
1066,	39.89894,	-7.48458,	2018-10-10T09:40:26.194Z
1067,	39.89176,	-7.48656,	2018-10-10T09:40:52.194Z
1068,	39.87829,	-7.48988,	2018-10-10T09:41:41.194Z
1069,	39.85581,	-7.50095,	2018-10-10T09:43:06.194Z
1070,	39.83554,	-7.52564,	2018-10-10T09:44:49.194Z
1071,	39.81557,	-7.54784,	2018-10-10T09:46:22.194Z
1072,	39.81162,	-7.55153,	2018-10-10T09:46:39.194Z
1073,	39.80371,	-7.55729,	2018-10-10T09:47:11.194Z
1074,	39.78908,	-7.5667,	2018-10-10T09:48:09.194Z
1075,	39.78169,	-7.5778,	2018-10-10T09:48:50.194Z
1076,	39.7621,	-7.6014,	2018-10-10T09:50:25.194Z
1077,	39.75325,	-7.62474,	2018-10-10T09:51:38.194Z
1078,	39.74244,	-7.63785,	2018-10-10T09:52:30.194Z
1079,	39.73976,	-7.64463,	2018-10-10T09:52:51.194Z
1080,	39.73352,	-7.66311,	2018-10-10T09:53:46.194Z
1081,	39.71841,	-7.68936,	2018-10-10T09:55:23.194Z
1082,	39.71152,	-7.69258,	2018-10-10T09:55:49.194Z
1083,	39.70369,	-7.69564,	2018-10-10T09:56:18.194Z
1084,	39.6902,	-7.71474,	2018-10-10T09:57:47.194Z
1085,	39.67771,	-7.71856,	2018-10-10T09:58:35.194Z
1086,	39.67553,	-7.72688,	2018-10-10T09:58:59.194Z
1087,	39.6483,	-7.74311,	2018-10-10T10:00:54.194Z
1088,	39.63557,	-7.74766,	2018-10-10T10:01:41.194Z
1089,	39.62067,	-7.75559,	2018-10-10T21:02:42.194Z
1090,	39.59652,	-7.76721,	2018-10-10T21:04:14.194Z
1091,	39.58075,	-7.7788,	2018-10-10T21:05:21.194Z
1092,	39.56298,	-7.79782,	2018-10-10T21:06:47.194Z
1093,	39.54931,	-7.81872,	2018-10-10T21:08:07.194Z
1094,	39.5508,	-7.83602,	2018-10-10T21:08:55.194Z
1095,	39.54733,	-7.85489,	2018-10-10T21:09:49.194Z
1096,	39.53996,	-7.89032,	2018-10-10T21:11:35.194Z
1097,	39.53607,	-7.92492,	2018-10-10T21:13:20.194Z
1098,	39.53283,	-7.93983,	2018-10-10T21:14:03.194Z
1099,	39.52971,	-7.95178,	2018-10-10T21:14:38.194Z
1100,	39.52545,	-7.97037,	2018-10-10T21:15:32.194Z
1101,	39.51937,	-7.99583,	2018-10-10T21:16:47.194Z
1102,	39.51735,	-8.00761,	2018-10-10T21:17:21.194Z
1103,	39.49684,	-8.04515,	2018-10-10T21:19:29.194Z
1104,	39.49276,	-8.0589,	2018-10-10T21:20:10.194Z
1105,	39.49594,	-8.0787,	2018-10-10T21:21:07.194Z
1106,	39.49615,	-8.09007,	2018-10-10T21:21:38.194Z
1107,	39.49261,	-8.10277,	2018-10-10T21:22:15.194Z
1108,	39.48855,	-8.11901,	2018-10-10T21:23:06.194Z
1109,	39.48583,	-8.12918,	2018-10-10T21:23:38.194Z
1110,	39.48568,	-8.1465,	2018-10-10T21:24:26.194Z
1111,	39.48628,	-8.15298,	2018-10-10T21:24:44.194Z
1112,	39.48578,	-8.16761,	2018-10-10T21:25:25.194Z
1113,	39.4915,	-8.20905,	2018-10-10T21:27:32.194Z
1114,	39.48626,	-8.27201,	2018-10-10T21:30:44.194Z
1115,	39.4879,	-8.28635,	2018-10-10T21:31:24.194Z
1116,	39.49215,	-8.30079,	2018-10-10T21:32:07.194Z
1117,	39.48789,	-8.31795,	2018-10-10T21:32:57.194Z
1118,	39.48594,	-8.32334,	2018-10-10T21:33:13.194Z
1119,	39.48537,	-8.366,	2018-10-10T21:35:15.194Z
1120,	39.48664,	-8.38571,	2018-10-10T21:36:11.194Z
1121,	39.48661,	-8.4027,	2018-10-10T21:36:57.194Z
1122,	39.48852,	-8.42429,	2018-10-10T21:37:59.194Z
1123,	39.48998,	-8.43189,	2018-10-10T21:38:20.194Z
1124,	39.48949,	-8.4427,	2018-10-10T21:38:51.194Z
1125,	39.48222,	-8.47765,	2018-10-10T21:40:35.194Z
1126,	39.47111,	-8.49611,	2018-10-10T21:41:40.194Z
1127,	39.4692,	-8.51353,	2018-10-10T21:42:29.194Z
1128,	39.46684,	-8.52379,	2018-10-10T21:42:59.194Z
1129,	39.46453,	-8.54864,	2018-10-10T21:44:09.194Z
1130,	39.46789,	-8.56384,	2018-10-10T21:44:53.194Z
1131,	39.47091,	-8.57342,	2018-10-10T21:45:21.194Z
1132,	39.47242,	-8.58083,	2018-10-10T21:45:43.194Z
1133,	39.47144,	-8.59146,	2018-10-10T21:46:12.194Z
1134,	39.4759,	-8.60462,	2018-10-10T21:46:52.194Z
1135,	39.47975,	-8.6178,	2018-10-10T21:47:31.194Z
1136,	39.46526,	-8.62948,	2018-10-10T21:49:11.194Z
1137,	39.43212,	-8.62804,	2018-10-10T21:51:10.194Z
1138,	39.418,	-8.63303,	2018-10-10T21:52:02.194Z
1139,	39.39575,	-8.63956,	2018-10-10T21:53:23.194Z
1140,	39.35479,	-8.64138,	2018-10-10T21:56:06.194Z
1141,	39.30763,	-8.67657,	2018-10-10T21:59:23.194Z
1142,	39.29855,	-8.68422,	2018-10-10T22:00:02.194Z
1143,	39.28668,	-8.69101,	2018-10-10T22:00:48.194Z
1144,	39.2765,	-8.70502,	2018-10-10T22:01:44.194Z
1145,	39.27318,	-8.71331,	2018-10-10T22:02:10.194Z
1146,	39.26612,	-8.72726,	2018-10-10T22:02:56.194Z
1147,	39.24839,	-8.74047,	2018-10-10T22:04:09.194Z
1148,	39.24136,	-8.7473,	2018-10-10T22:04:41.194Z
1149,	39.22405,	-8.76951,	2018-10-10T22:06:13.194Z
1150,	39.20936,	-8.78263,	2018-10-10T22:07:17.194Z
1151,	39.19945,	-8.80313,	2018-10-10T22:08:24.194Z
1152,	39.1977,	-8.80874,	2018-10-10T22:08:40.194Z
1153,	39.15828,	-8.86584,	2018-10-10T22:12:12.194Z
1154,	39.15096,	-8.87842,	2018-10-10T22:12:56.194Z
1155,	39.12597,	-8.90458,	2018-10-10T22:14:51.194Z
1156,	39.11794,	-8.91547,	2018-10-10T22:15:32.194Z
1157,	39.11396,	-8.92386,	2018-10-10T22:15:59.194Z
1158,	39.10812,	-8.93349,	2018-10-10T22:16:34.194Z
1159,	39.06453,	-8.93996,	2018-10-10T22:19:17.194Z
1160,	39.05026,	-8.94585,	2018-10-10T22:20:11.194Z
1161,	39.03743,	-8.95718,	2018-10-10T22:21:06.194Z
1162,	38.98867,	-8.97051,	2018-10-10T22:24:04.194Z
1163,	38.98302,	-8.9732,	2018-10-10T22:24:26.194Z
1164,	38.97576,	-8.97736,	2018-10-10T22:24:54.194Z
1165,	38.9524,	-8.99344,	2018-10-10T22:26:30.194Z
1166,	38.94474,	-8.99667,	2018-10-10T22:26:59.194Z
1167,	38.9338,	-9.00634,	2018-10-10T22:27:47.194Z
1168,	38.92313,	-9.01438,	2018-10-10T22:28:31.194Z
1169,	38.9197,	-9.01849,	2018-10-10T22:28:48.194Z
1170,	38.91279,	-9.02855,	2018-10-10T22:29:25.194Z
1171,	38.90667,	-9.03783,	2018-10-10T22:29:58.194Z
1172,	38.90314,	-9.04265,	2018-10-10T22:30:16.194Z
1173,	38.8758,	-9.06605,	2018-10-10T22:32:14.194Z
1174,	38.86784,	-9.07439,	2018-10-10T22:32:51.194Z
1175,	38.85896,	-9.08254,	2018-10-10T22:33:31.194Z
1176,	38.85398,	-9.08509,	2018-10-10T22:33:50.194Z
1177,	38.83213,	-9.09691,	2018-10-10T22:35:15.194Z
1178,	38.8233,	-9.09922,	2018-10-10T22:35:47.194Z
1179,	38.81057,	-9.10285,	2018-10-10T22:36:33.194Z
1180,	38.80634,	-9.10494,	2018-10-10T22:36:49.194Z
